"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13951","SwagLabs Login Test","firefox","2026-07-21","passed","2026-07-21","","login.spec.ts","",""
